,Zone,Year,Month,Mean Temp (°C),Total Precip (mm)
0,Coastal_NorthIslandMidCoast,2020,7,,0.0
0,Coastal_NorthIslandMidCoast,2020,6,,0.0
0,Coastal_NorthIslandMidCoast,2020,5,,0.0
0,Coastal_NorthIslandMidCoast,2020,4,,0.0
0,Coastal_NorthIslandMidCoast,2020,3,,0.0
0,Coastal_NorthIslandMidCoast,2020,2,,0.0
0,Coastal_NorthIslandMidCoast,2020,1,,0.0
0,Coastal_NorthIslandMidCoast,2019,12,,0.0
0,Coastal_NorthIslandMidCoast,2019,11,,0.0
0,Coastal_NorthIslandMidCoast,2019,10,,0.0
0,Coastal_NorthIslandMidCoast,2019,9,,0.0
0,Coastal_NorthIslandMidCoast,2019,8,,0.0
0,Coastal_NorthIslandMidCoast,2019,7,,0.0
0,Coastal_NorthIslandMidCoast,2019,6,,0.0
0,Coastal_NorthIslandMidCoast,2019,5,,0.0
0,Coastal_NorthIslandMidCoast,2019,4,,0.0
0,Coastal_NorthIslandMidCoast,2019,3,,0.0
0,Coastal_NorthIslandMidCoast,2019,2,,0.0
0,Coastal_NorthIslandMidCoast,2019,1,,0.0
0,Coastal_NorthIslandMidCoast,2018,12,,0.0
0,Coastal_NorthIslandMidCoast,2018,11,,0.0
0,Coastal_NorthIslandMidCoast,2018,10,,0.0
0,Coastal_NorthIslandMidCoast,2018,9,,0.0
0,Coastal_NorthIslandMidCoast,2018,8,,0.0
0,Coastal_NorthIslandMidCoast,2018,7,,0.0
0,Coastal_NorthIslandMidCoast,2018,6,,0.0
0,Coastal_NorthIslandMidCoast,2018,5,,0.0
0,Coastal_NorthIslandMidCoast,2018,4,,0.0
0,Coastal_NorthIslandMidCoast,2018,3,,0.0
0,Coastal_NorthIslandMidCoast,2018,2,,0.0
0,Coastal_NorthIslandMidCoast,2018,1,,0.0
0,Coastal_NorthIslandMidCoast,2017,12,,0.0
0,Coastal_NorthIslandMidCoast,2017,11,2.5166666666666666,87.3
0,Coastal_NorthIslandMidCoast,2017,10,8.690322580645162,321.9
0,Coastal_NorthIslandMidCoast,2017,9,14.496551724137932,115.8
0,Coastal_NorthIslandMidCoast,2017,8,17.632258064516126,52.099999999999994
0,Coastal_NorthIslandMidCoast,2017,7,17.029032258064518,36.8
0,Coastal_NorthIslandMidCoast,2017,6,15.280000000000001,32.8
0,Coastal_NorthIslandMidCoast,2017,5,12.829032258064515,51.900000000000006
0,Coastal_NorthIslandMidCoast,2017,4,9.283333333333333,30.599999999999998
0,Coastal_NorthIslandMidCoast,2017,3,3.1096774193548384,65.00000000000001
0,Coastal_NorthIslandMidCoast,2017,2,0.1464285714285714,64.8
0,Coastal_NorthIslandMidCoast,2017,1,-0.4193548387096773,134.4
0,Coastal_NorthIslandMidCoast,2016,12,-2.5032258064516126,152.79999999999998
0,Coastal_NorthIslandMidCoast,2016,11,5.536666666666666,251.89999999999998
0,Coastal_NorthIslandMidCoast,2016,10,8.370967741935484,72.60000000000002
0,Coastal_NorthIslandMidCoast,2016,9,13.076666666666666,118.2
0,Coastal_NorthIslandMidCoast,2016,8,18.974193548387095,89.0
0,Coastal_NorthIslandMidCoast,2016,7,17.641935483870967,52.199999999999996
0,Coastal_NorthIslandMidCoast,2016,6,15.666666666666666,92.4
0,Coastal_NorthIslandMidCoast,2016,5,14.061290322580646,13.400000000000002
0,Coastal_NorthIslandMidCoast,2016,4,11.020000000000001,59.60000000000001
0,Coastal_NorthIslandMidCoast,2016,3,8.015789473684212,26.0
0,Coastal_NorthIslandMidCoast,2016,2,4.69,72.60000000000001
0,Coastal_NorthIslandMidCoast,2016,1,-0.2935483870967743,108.60000000000001
0,Coastal_NorthIslandMidCoast,2015,12,-1.2185185185185186,173.4
0,Coastal_NorthIslandMidCoast,2015,11,2.603571428571428,162.0
0,Coastal_NorthIslandMidCoast,2015,10,10.951612903225808,179.4
0,Coastal_NorthIslandMidCoast,2015,9,12.356666666666666,141.70000000000002
0,Coastal_NorthIslandMidCoast,2015,8,17.85161290322581,65.60000000000001
0,Coastal_NorthIslandMidCoast,2015,7,19.506451612903227,60.8
0,Coastal_NorthIslandMidCoast,2015,6,18.05,12.799999999999999
0,Coastal_NorthIslandMidCoast,2015,5,14.729032258064516,6.200000000000001
0,Coastal_NorthIslandMidCoast,2015,4,8.34,61.00000000000001
0,Coastal_NorthIslandMidCoast,2015,3,7.441935483870969,225.60000000000002
0,Coastal_NorthIslandMidCoast,2015,2,4.671428571428571,87.2
0,Coastal_NorthIslandMidCoast,2015,1,1.0571428571428572,238.89999999999995
0,Coastal_NorthIslandMidCoast,2014,12,0.6354838709677421,134.2
0,Coastal_NorthIslandMidCoast,2014,11,2.6066666666666674,353.4
0,Coastal_NorthIslandMidCoast,2014,10,10.70689655172414,254.40000000000003
0,Coastal_NorthIslandMidCoast,2014,9,16.10344827586207,44.6
0,Coastal_NorthIslandMidCoast,2014,8,19.01290322580645,20.8
0,Coastal_NorthIslandMidCoast,2014,7,18.81935483870968,50.300000000000004
0,Coastal_NorthIslandMidCoast,2014,6,15.855172413793102,11.6
0,Coastal_NorthIslandMidCoast,2014,5,13.74,39.6
0,Coastal_NorthIslandMidCoast,2014,4,9.051724137931032,39.0
0,Coastal_NorthIslandMidCoast,2014,3,2.796774193548387,94.1
0,Coastal_NorthIslandMidCoast,2014,2,-0.6555555555555556,67.7
0,Coastal_NorthIslandMidCoast,2014,1,3.0612903225806454,130.0
0,Coastal_NorthIslandMidCoast,2013,12,1.5967741935483868,219.8
0,Coastal_NorthIslandMidCoast,2013,11,3.5166666666666666,119.1
0,Coastal_NorthIslandMidCoast,2013,10,8.28,102.89999999999998
0,Coastal_NorthIslandMidCoast,2013,9,15.406666666666665,42.60000000000001
0,Coastal_NorthIslandMidCoast,2013,8,17.79032258064516,58.6
0,Coastal_NorthIslandMidCoast,2013,7,18.59032258064516,18.0
0,Coastal_NorthIslandMidCoast,2013,6,15.731034482758622,78.4
0,Coastal_NorthIslandMidCoast,2013,5,13.219354838709675,67.30000000000001
0,Coastal_NorthIslandMidCoast,2013,4,8.441379310344827,67.4
0,Coastal_NorthIslandMidCoast,2013,3,5.306451612903226,122.39999999999999
0,Coastal_NorthIslandMidCoast,2013,2,3.8285714285714287,146.0
0,Coastal_NorthIslandMidCoast,2013,1,0.28709677419354845,100.60000000000001
0,Coastal_NorthIslandMidCoast,2012,12,-0.5516129032258066,78.4
0,Coastal_NorthIslandMidCoast,2012,11,3.4600000000000004,84.4
0,Coastal_NorthIslandMidCoast,2012,10,7.993548387096775,157.9
0,Coastal_NorthIslandMidCoast,2012,9,14.47,84.2
0,Coastal_NorthIslandMidCoast,2012,8,17.538709677419355,28.900000000000002
0,Coastal_NorthIslandMidCoast,2012,7,17.677419354838708,16.5
0,Coastal_NorthIslandMidCoast,2012,6,13.896666666666668,67.6
0,Coastal_NorthIslandMidCoast,2012,5,11.441935483870967,33.2
0,Coastal_NorthIslandMidCoast,2012,4,8.746666666666666,56.800000000000004
0,Coastal_NorthIslandMidCoast,2012,3,4.358064516129032,81.0
0,Coastal_NorthIslandMidCoast,2012,2,3.0999999999999996,75.60000000000001
0,Coastal_NorthIslandMidCoast,2012,1,-1.8275862068965518,412.59999999999997
0,Coastal_NorthIslandMidCoast,2011,12,1.6846153846153844,345.6
0,Coastal_NorthIslandMidCoast,2011,11,2.52,273.3
0,Coastal_NorthIslandMidCoast,2011,10,8.306451612903226,135.79999999999998
0,Coastal_NorthIslandMidCoast,2011,9,14.05,301.99999999999994
0,Coastal_NorthIslandMidCoast,2011,8,16.227586206896554,73.5
0,Coastal_NorthIslandMidCoast,2011,7,15.222580645161289,103.60000000000001
0,Coastal_NorthIslandMidCoast,2011,6,14.98333333333333,43.0
0,Coastal_NorthIslandMidCoast,2011,5,11.554838709677421,56.00000000000001
0,Coastal_NorthIslandMidCoast,2011,4,6.303333333333334,52.00000000000001
0,Coastal_NorthIslandMidCoast,2011,3,3.6806451612903226,70.39999999999999
0,Coastal_NorthIslandMidCoast,2011,2,-0.5851851851851853,181.59999999999997
0,Coastal_NorthIslandMidCoast,2011,1,-0.26551724137931015,178.39999999999998
0,Coastal_NorthIslandMidCoast,2010,12,-0.09354838709677414,113.0
0,Coastal_NorthIslandMidCoast,2010,11,1.4200000000000002,107.79999999999998
0,Coastal_NorthIslandMidCoast,2010,10,9.512903225806452,198.2
0,Coastal_NorthIslandMidCoast,2010,9,13.116666666666665,312.99999999999994
0,Coastal_NorthIslandMidCoast,2010,8,17.68387096774193,49.199999999999996
0,Coastal_NorthIslandMidCoast,2010,7,18.271428571428572,9.4
0,Coastal_NorthIslandMidCoast,2010,6,14.556666666666665,28.799999999999997
0,Coastal_NorthIslandMidCoast,2010,5,11.990322580645165,20.0
0,Coastal_NorthIslandMidCoast,2010,4,8.373333333333333,58.400000000000006
0,Coastal_NorthIslandMidCoast,2010,3,6.323333333333332,45.1
0,Coastal_NorthIslandMidCoast,2010,2,4.621428571428572,23.599999999999998
0,Coastal_NorthIslandMidCoast,2010,1,2.0193548387096776,83.99999999999999
0,Coastal_NorthIslandMidCoast,2009,12,-2.4966666666666666,18.8
0,Coastal_NorthIslandMidCoast,2009,11,2.5200000000000005,422.6000000000001
0,Coastal_NorthIslandMidCoast,2009,10,7.609677419354839,246.0
0,Coastal_NorthIslandMidCoast,2009,9,13.390000000000002,116.39999999999998
0,Coastal_NorthIslandMidCoast,2009,8,17.75862068965517,33.599999999999994
0,Coastal_NorthIslandMidCoast,2009,7,19.336666666666666,17.0
0,Coastal_NorthIslandMidCoast,2009,6,15.89655172413793,25.799999999999997
0,Coastal_NorthIslandMidCoast,2009,5,11.17333333333333,57.59999999999999
0,Coastal_NorthIslandMidCoast,2009,4,7.541379310344826,93.39999999999999
0,Coastal_NorthIslandMidCoast,2009,3,,0.0
0,Coastal_NorthIslandMidCoast,2009,2,1.207142857142857,50.0
0,Coastal_NorthIslandMidCoast,2009,1,-0.1466666666666666,126.4
0,Coastal_NorthIslandMidCoast,2008,12,-2.3200000000000003,154.2
0,Coastal_NorthIslandMidCoast,2008,11,5.431034482758621,245.00000000000003
0,Coastal_NorthIslandMidCoast,2008,10,7.486666666666667,147.5
0,Coastal_NorthIslandMidCoast,2008,9,12.906896551724136,62.599999999999994
0,Coastal_NorthIslandMidCoast,2008,8,16.113333333333333,128.99999999999997
0,Coastal_NorthIslandMidCoast,2008,7,15.606666666666664,41.400000000000006
0,Coastal_NorthIslandMidCoast,2008,6,13.286206896551722,59.400000000000006
0,Coastal_NorthIslandMidCoast,2008,5,12.266666666666667,35.10000000000001
0,Coastal_NorthIslandMidCoast,2008,4,6.817241379310345,22.6
0,Coastal_NorthIslandMidCoast,2008,3,,0.0
0,Coastal_NorthIslandMidCoast,2008,2,2.027586206896552,135.4
0,Coastal_NorthIslandMidCoast,2008,1,-1.3566666666666667,45.099999999999994
0,Coastal_MidIsland,2023,12,,0.0
0,Coastal_MidIsland,2023,11,,0.0
0,Coastal_MidIsland,2023,10,,0.0
0,Coastal_MidIsland,2023,9,,0.0
0,Coastal_MidIsland,2023,8,20.628571428571426,1.9000000000000001
0,Coastal_MidIsland,2023,7,19.054838709677412,11.799999999999999
0,Coastal_MidIsland,2023,6,16.396551724137932,12.100000000000001
0,Coastal_MidIsland,2023,5,15.729032258064516,17.0
0,Coastal_MidIsland,2023,4,7.358620689655171,195.0
0,Coastal_MidIsland,2023,3,4.474193548387097,69.2
0,Coastal_MidIsland,2023,2,2.7714285714285714,140.7
0,Coastal_MidIsland,2023,1,4.096774193548388,237.2
0,Coastal_MidIsland,2022,12,-0.39677419354838706,279.1
0,Coastal_MidIsland,2022,11,2.323076923076923,90.1
0,Coastal_MidIsland,2022,10,12.506666666666666,105.69999999999999
0,Coastal_MidIsland,2022,9,16.616666666666664,5.699999999999999
0,Coastal_MidIsland,2022,8,21.04193548387096,0.6000000000000001
0,Coastal_MidIsland,2022,7,19.496774193548383,30.400000000000002
0,Coastal_MidIsland,2022,6,15.180000000000001,63.50000000000001
0,Coastal_MidIsland,2022,5,9.487096774193548,115.89999999999999
0,Coastal_MidIsland,2022,4,5.933333333333334,195.59999999999997
0,Coastal_MidIsland,2022,3,5.79032258064516,153.70000000000002
0,Coastal_MidIsland,2022,2,3.1785714285714293,92.0
0,Coastal_MidIsland,2022,1,1.4483870967741934,264.7
0,Coastal_MidIsland,2021,12,-1.0655172413793104,197.1
0,Coastal_MidIsland,2021,11,4.726666666666666,504.8
0,Coastal_MidIsland,2021,10,8.716666666666667,289.09999999999997
0,Coastal_MidIsland,2021,9,14.927586206896551,221.29999999999998
0,Coastal_MidIsland,2021,8,19.790000000000003,13.8
0,Coastal_MidIsland,2021,7,20.04516129032258,0.0
0,Coastal_MidIsland,2021,6,17.53793103448276,27.6
0,Coastal_MidIsland,2021,5,12.41333333333333,47.0
0,Coastal_MidIsland,2021,4,9.273333333333333,33.9
0,Coastal_MidIsland,2021,3,5.239285714285716,149.2
0,Coastal_MidIsland,2021,2,2.1392857142857147,75.19999999999999
0,Coastal_MidIsland,2021,1,3.438709677419355,340.5
0,Coastal_MidIsland,2020,12,3.2193548387096773,360.90000000000003
0,Coastal_MidIsland,2020,11,4.917857142857142,281.7
0,Coastal_MidIsland,2020,10,10.351612903225808,120.00000000000001
0,Coastal_MidIsland,2020,9,16.869999999999997,91.0
0,Coastal_MidIsland,2020,8,17.729032258064517,74.2
0,Coastal_MidIsland,2020,7,17.932258064516127,7.1
0,Coastal_MidIsland,2020,6,15.21,48.4
0,Coastal_MidIsland,2020,5,12.987096774193546,69.8
0,Coastal_MidIsland,2020,4,8.859999999999998,60.30000000000001
0,Coastal_MidIsland,2020,3,4.306451612903226,76.8
0,Coastal_MidIsland,2020,2,3.0620689655172413,110.20000000000002
0,Coastal_MidIsland,2020,1,2.2793103448275867,558.9
0,Coastal_MidIsland,2019,12,3.4290322580645154,277.0
0,Coastal_MidIsland,2019,11,5.55,114.6
0,Coastal_MidIsland,2019,10,8.106451612903227,148.4
0,Coastal_MidIsland,2019,9,15.072413793103447,78.99999999999999
0,Coastal_MidIsland,2019,8,19.0258064516129,45.0
0,Coastal_MidIsland,2019,7,17.863333333333333,19.3
0,Coastal_MidIsland,2019,6,15.886666666666667,38.7
0,Coastal_MidIsland,2019,5,15.206451612903225,21.900000000000002
0,Coastal_MidIsland,2019,4,8.673333333333334,126.3
0,Coastal_MidIsland,2019,3,5.606451612903226,30.299999999999997
0,Coastal_MidIsland,2019,2,-0.5714285714285714,77.79999999999998
0,Coastal_MidIsland,2019,1,3.309999999999999,325.6
0,Coastal_MidIsland,2018,12,2.4774193548387102,542.3000000000001
0,Coastal_MidIsland,2018,11,6.803333333333334,259.9
0,Coastal_MidIsland,2018,10,9.814285714285717,92.6
0,Coastal_MidIsland,2018,9,14.075,229.60000000000002
0,Coastal_MidIsland,2018,8,19.638709677419353,4.5
0,Coastal_MidIsland,2018,7,19.664285714285715,3.6999999999999997
0,Coastal_MidIsland,2018,6,15.292592592592595,41.9
0,Coastal_MidIsland,2018,5,15.030000000000001,14.6
0,Coastal_MidIsland,2018,4,8.22272727272727,161.7
0,Coastal_MidIsland,2018,3,4.241666666666667,28.400000000000002
0,Coastal_MidIsland,2018,2,1.73,58.599999999999994
0,Coastal_MidIsland,2018,1,3.2079999999999997,396.3
0,Coastal_MidIsland,2017,12,1.12,84.2
0,Coastal_MidIsland,2017,11,4.840909090909092,489.5
0,Coastal_MidIsland,2017,10,8.4,26.3
0,Coastal_MidIsland,2017,9,18.876923076923077,4.0
0,Coastal_MidIsland,2017,8,20.039285714285715,0.6
0,Coastal_MidIsland,2017,7,18.067741935483873,2.4
0,Coastal_MidIsland,2017,6,15.653846153846153,35.6
0,Coastal_MidIsland,2017,5,13.785,33.8
0,Coastal_MidIsland,2017,4,8.971428571428572,96.30000000000001
0,Coastal_MidIsland,2017,3,4.220000000000001,186.2
0,Coastal_MidIsland,2017,2,1.3470588235294116,185.29999999999998
0,Coastal_MidIsland,2017,1,-1.0380952380952384,116.39999999999999
0,Coastal_MidIsland,2016,12,-0.46249999999999997,156.0
0,Coastal_MidIsland,2016,11,8.065384615384614,520.6
0,Coastal_MidIsland,2016,10,10.111538461538462,314.0
0,Coastal_MidIsland,2016,9,14.066666666666666,82.4
0,Coastal_MidIsland,2016,8,19.74,33.0
0,Coastal_MidIsland,2016,7,18.317241379310346,16.6
0,Coastal_MidIsland,2016,6,15.989655172413793,38.6
0,Coastal_MidIsland,2016,5,14.044827586206896,33.8
0,Coastal_MidIsland,2016,4,11.363333333333335,52.2
0,Coastal_MidIsland,2016,3,7.195652173913042,314.19999999999993
0,Coastal_MidIsland,2016,2,5.8578947368421055,216.2
0,Coastal_MidIsland,2016,1,4.26470588235294,291.6
0,Coastal_MidIsland,2015,12,6.054545454545454,300.40000000000003
0,Coastal_MidIsland,2015,11,6.333333333333333,51.800000000000004
0,Coastal_MidIsland,2015,10,12.272727272727273,122.0
0,Coastal_MidIsland,2015,9,14.396153846153847,73.0
0,Coastal_MidIsland,2015,8,18.734482758620683,75.8
0,Coastal_MidIsland,2015,7,19.842857142857145,24.8
0,Coastal_MidIsland,2015,6,18.043333333333333,14.200000000000001
0,Coastal_MidIsland,2015,5,16.508333333333336,1.4
0,Coastal_MidIsland,2015,4,11.02,15.6
0,Coastal_MidIsland,2015,3,9.95,196.0
0,Coastal_MidIsland,2015,2,9.342857142857142,155.39999999999998
0,Coastal_MidIsland,2015,1,8.533333333333333,25.2
0,Coastal_MidIsland,2014,12,9.799999999999999,246.4
0,Coastal_MidIsland,2014,11,8.969999999999999,151.2
0,Coastal_MidIsland,2014,10,12.382758620689655,437.19999999999993
0,Coastal_MidIsland,2014,9,16.470833333333335,58.0
0,Coastal_MidIsland,2014,8,20.206451612903226,22.799999999999997
0,Coastal_MidIsland,2014,7,19.60322580645161,30.400000000000002
0,Coastal_MidIsland,2014,6,15.628571428571428,17.4
0,Coastal_MidIsland,2014,5,13.706451612903223,29.599999999999994
0,Coastal_MidIsland,2014,4,8.343333333333334,110.60000000000001
0,Coastal_MidIsland,2014,3,5.3310344827586205,269.4
0,Coastal_MidIsland,2014,2,0.9500000000000001,246.0
0,Coastal_MidIsland,2014,1,3.0269230769230777,98.99999999999999
0,Coastal_MidIsland,2013,12,0.9241379310344826,39.6
0,Coastal_MidIsland,2013,11,4.6466666666666665,150.0
0,Coastal_MidIsland,2013,10,9.613333333333332,25.599999999999998
0,Coastal_MidIsland,2013,9,15.972413793103446,215.2
0,Coastal_MidIsland,2013,8,18.338709677419352,84.39999999999999
0,Coastal_MidIsland,2013,7,19.3,6.6
0,Coastal_MidIsland,2013,6,15.453333333333335,46.0
0,Coastal_MidIsland,2013,5,12.97037037037037,64.4
0,Coastal_MidIsland,2013,4,8.446666666666667,58.0
0,Coastal_MidIsland,2013,3,5.819354838709677,157.00000000000003
0,Coastal_MidIsland,2013,2,3.6066666666666665,94.8
0,Coastal_MidIsland,2013,1,0.47407407407407415,99.39999999999999
0,Coastal_MidIsland,2012,12,1.99,271.6000000000001
0,Coastal_MidIsland,2012,11,5.1866666666666665,339.6
0,Coastal_MidIsland,2012,10,9.543333333333335,208.79999999999998
0,Coastal_MidIsland,2012,9,15.453333333333331,3.4
0,Coastal_MidIsland,2012,8,18.57096774193549,8.4
0,Coastal_MidIsland,2012,7,18.25161290322581,24.4
0,Coastal_MidIsland,2012,6,13.22,64.0
0,Coastal_MidIsland,2012,5,10.945161290322579,30.799999999999997
0,Coastal_MidIsland,2012,4,7.900000000000001,190.0
0,Coastal_MidIsland,2012,3,3.5566666666666666,306.59999999999997
0,Coastal_MidIsland,2012,2,3.096551724137931,201.40000000000003
0,Coastal_MidIsland,2012,1,1.0870967741935482,367.2
0,Coastal_MidIsland,2011,12,1.354838709677419,144.79999999999998
0,Coastal_MidIsland,2011,11,3.1199999999999997,294.2
0,Coastal_MidIsland,2011,10,9.006451612903225,132.39999999999998
0,Coastal_MidIsland,2011,9,15.842857142857143,151.19999999999996
0,Coastal_MidIsland,2011,8,17.87666666666667,16.0
0,Coastal_MidIsland,2011,7,16.37666666666667,73.2
0,Coastal_MidIsland,2011,6,14.67333333333333,25.000000000000004
0,Coastal_MidIsland,2011,5,10.26774193548387,88.4
0,Coastal_MidIsland,2011,4,5.930000000000001,122.0
0,Coastal_MidIsland,2011,3,4.596774193548387,413.6000000000001
0,Coastal_MidIsland,2011,2,1.5607142857142855,244.8
0,Coastal_MidIsland,2011,1,1.6033333333333337,207.0
0,Coastal_MidIsland,2010,12,2.4451612903225812,594.0
0,Coastal_MidIsland,2010,11,3.153333333333334,303.79999999999995
0,Coastal_MidIsland,2010,10,10.258064516129034,246.4
0,Coastal_MidIsland,2010,9,14.979999999999995,150.39999999999998
0,Coastal_MidIsland,2010,8,18.429032258064513,23.6
0,Coastal_MidIsland,2010,7,18.825806451612905,2.0
0,Coastal_MidIsland,2010,6,14.223333333333334,39.400000000000006
0,Coastal_MidIsland,2010,5,10.433333333333332,107.39999999999999
0,Coastal_MidIsland,2010,4,7.796666666666667,176.6
0,Coastal_MidIsland,2010,3,5.764516129032258,220.8
0,Coastal_MidIsland,2010,2,5.482142857142857,242.20000000000002
0,Coastal_MidIsland,2010,1,5.173333333333333,520.1999999999999
0,Coastal_MidIsland,2009,12,-0.019354838709677406,245.8
0,Coastal_MidIsland,2009,11,4.55,817.0000000000001
0,Coastal_MidIsland,2009,10,8.761290322580644,233.2
0,Coastal_MidIsland,2009,9,14.763333333333332,124.59999999999997
0,Coastal_MidIsland,2009,8,18.519354838709678,7.6
0,Coastal_MidIsland,2009,7,20.277419354838713,18.2
0,Coastal_MidIsland,2009,6,16.659999999999997,26.400000000000002
0,Coastal_MidIsland,2009,5,11.310344827586205,99.4
0,Coastal_MidIsland,2009,4,7.723333333333331,44.8
0,Coastal_MidIsland,2009,3,3.0903225806451613,219.0
0,Coastal_MidIsland,2009,2,1.7428571428571427,57.8
0,Coastal_MidIsland,2009,1,-0.40645161290322573,139.39999999999998
0,Coastal_MidIsland,2008,12,-0.09032258064516129,145.6
0,Coastal_MidIsland,2008,11,6.613333333333333,233.99999999999997
0,Coastal_MidIsland,2008,10,8.148387096774194,153.20000000000002
0,Coastal_MidIsland,2008,9,14.651724137931035,27.799999999999997
0,Coastal_MidIsland,2008,8,17.270967741935483,84.0
0,Coastal_MidIsland,2008,7,17.323333333333334,24.799999999999997
0,Coastal_MidIsland,2008,6,13.903846153846152,7.800000000000001
0,Coastal_MidIsland,2008,5,12.77,0.8
0,Coastal_MidIsland,2008,4,5.835714285714286,18.0
0,Coastal_MidIsland,2008,3,4.246666666666667,152.19999999999996
0,Coastal_MidIsland,2008,2,3.082758620689655,117.39999999999999
0,Coastal_MidIsland,2008,1,0.22258064516129034,293.4
0,Coastal_SouthIsland,2023,12,,0.0
0,Coastal_SouthIsland,2023,11,,0.0
0,Coastal_SouthIsland,2023,10,,0.0
0,Coastal_SouthIsland,2023,9,,0.0
0,Coastal_SouthIsland,2023,8,18.685714285714283,0.0
0,Coastal_SouthIsland,2023,7,18.16129032258064,11.5
0,Coastal_SouthIsland,2023,6,15.28,23.7
0,Coastal_SouthIsland,2023,5,14.699999999999998,14.700000000000001
0,Coastal_SouthIsland,2023,4,8.416666666666666,21.0
0,Coastal_SouthIsland,2023,3,6.086363636363637,18.5
0,Coastal_SouthIsland,2023,2,4.457142857142857,61.1
0,Coastal_SouthIsland,2023,1,5.84516129032258,30.5
0,Coastal_SouthIsland,2022,12,3.170967741935484,117.2
0,Coastal_SouthIsland,2022,11,4.890000000000001,71.8
0,Coastal_SouthIsland,2022,10,12.532258064516132,90.3
0,Coastal_SouthIsland,2022,9,16.163333333333334,0.2
0,Coastal_SouthIsland,2022,8,18.816129032258065,0.2
0,Coastal_SouthIsland,2022,7,17.809677419354838,15.799999999999999
0,Coastal_SouthIsland,2022,6,14.603333333333333,35.9
0,Coastal_SouthIsland,2022,5,10.638709677419353,32.099999999999994
0,Coastal_SouthIsland,2022,4,7.7266666666666675,61.4
0,Coastal_SouthIsland,2022,3,7.246666666666667,51.300000000000004
0,Coastal_SouthIsland,2022,2,5.110714285714286,53.2
0,Coastal_SouthIsland,2022,1,4.835483870967742,125.90000000000002
0,Coastal_SouthIsland,2021,12,2.4866666666666664,136.0
0,Coastal_SouthIsland,2021,11,7.8833333333333355,286.40000000000003
0,Coastal_SouthIsland,2021,10,9.825806451612902,97.60000000000001
0,Coastal_SouthIsland,2021,9,14.49,91.89999999999999
0,Coastal_SouthIsland,2021,8,17.970967741935485,4.7
0,Coastal_SouthIsland,2021,7,18.383870967741938,0.0
0,Coastal_SouthIsland,2021,6,17.15666666666667,11.4
0,Coastal_SouthIsland,2021,5,12.100000000000003,12.1
0,Coastal_SouthIsland,2021,4,9.906666666666666,19.1
0,Coastal_SouthIsland,2021,3,6.223333333333334,28.5
0,Coastal_SouthIsland,2021,2,4.257142857142857,120.5
0,Coastal_SouthIsland,2021,1,5.90967741935484,115.4
0,Coastal_SouthIsland,2020,12,6.173333333333334,172.70000000000002
0,Coastal_SouthIsland,2020,11,6.773333333333334,127.5
0,Coastal_SouthIsland,2020,10,10.554838709677421,96.09999999999998
0,Coastal_SouthIsland,2020,9,15.8,53.5
0,Coastal_SouthIsland,2020,8,17.006451612903227,15.900000000000002
